AccidentReference,CasualtySeverity,Date_of_Collision,Calendar_Month,Calendar_Year,VehicleReferenceNumber,CasualtyReferenceNumber,CasualtyClass,CasualtySex,CasualtyAge,GIS_Division_Desc,GIS_Local_Authority,Eastings,Northings
1247244,Serious,27-Nov-22,11,2022,1,1,Driver/Rider,Male,24,Forth Valley,Stirling,237341,724190
1247252,Slight,27-Nov-22,11,2022,2,1,Driver/Rider,Male,47,The Lothians and Scottish Borders,West Lothian,305657,669089
1247269,Slight,28-Nov-22,11,2022,1,1,Driver/Rider,Male,43,Forth Valley,Falkirk,283456,681674
1247278,Slight,23-Nov-22,11,2022,1,1,Driver/Rider,Male,84,The Lothians and Scottish Borders,Scottish Borders,339562,637306
1247283,Serious,23-Nov-22,11,2022,1,1,Pedestrian,Male,42,North East,Aberdeen City,394198,808290
1247444,Slight,27-Nov-22,11,2022,1,1,Pedestrian,Female,15,Edinburgh,City of Edinburgh,325618,673572
1247447,Slight,28-Nov-22,11,2022,1,1,Pedestrian,Male,70,Greater Glasgow,Glasgow City,264884,665211
1247469,Slight,26-Nov-22,11,2022,1,1,Passenger/Pillion,Female,2,Highland and Islands,Eilean Siar,143772,936690
1247526,Slight,25-Nov-22,11,2022,1,1,Pedestrian,Male,18,Greater Glasgow,Glasgow City,251045,670758
1247646,Slight,24-Nov-22,11,2022,1,1,Driver/Rider,Female,53,Lanarkshire,North Lanarkshire,273258,660687
1247653,Slight,28-Nov-22,11,2022,1,1,Pedestrian,Female,71,Greater Glasgow,Glasgow City,253875,668592
1247687,Slight,25-Nov-22,11,2022,2,1,Driver/Rider,Male,43,Edinburgh,City of Edinburgh,328991,674235
1247703,Slight,25-Nov-22,11,2022,2,1,Driver/Rider,Female,48,North East,Moray,312062,865381
1247704,Fatal,28-Nov-22,11,2022,1,1,Driver/Rider,Male,29,Fife,Fife,332745,706467
1247708,Serious,25-Nov-22,11,2022,2,1,Driver/Rider,Male,34,The Lothians and Scottish Borders,East Lothian,334782,672774
1247732,Slight,19-Nov-22,11,2022,2,1,Driver/Rider,Male,51,Forth Valley,Stirling,278280,700996
1247767,Serious,20-Nov-22,11,2022,2,1,Driver/Rider,Male,45,Greater Glasgow,Glasgow City,256645,660421
1247832,Slight,24-Nov-22,11,2022,2,1,Driver/Rider,Female,24,Greater Glasgow,Glasgow City,254958,664591
1247837,Serious,29-Nov-22,11,2022,1,1,Pedestrian,Male,61,Greater Glasgow,East Dunbartonshire,265848,673421
1247928,Slight,29-Nov-22,11,2022,1,1,Pedestrian,Male,44,Lanarkshire,North Lanarkshire,287039,660319
1247954,Serious,21-Nov-22,11,2022,1,1,Driver/Rider,Male,41,Dumfries and Galloway,Dumfries & Galloway,283211,572799
1247987,Fatal,29-Nov-22,11,2022,1,1,Passenger/Pillion,Female,50,Highland and Islands,Highland,317994,942869
1247987,Fatal,29-Nov-22,11,2022,1,2,Driver/Rider,Male,46,Highland and Islands,Highland,317994,942869
1248078,Slight,25-Nov-22,11,2022,1,1,Pedestrian,Male,14,Fife,Fife,311575,687349
1248090,Slight,26-Nov-22,11,2022,1,1,Driver/Rider,Male,21,Forth Valley,Stirling,253513,695588
1248090,Slight,26-Nov-22,11,2022,1,2,Passenger/Pillion,Male,21,Forth Valley,Stirling,253513,695588
1248092,Serious,28-Nov-22,11,2022,1,1,Driver/Rider,Male,64,The Lothians and Scottish Borders,Midlothian,337855,664107
1248104,Slight,29-Nov-22,11,2022,2,1,Driver/Rider,Female,40,Lanarkshire,North Lanarkshire,272772,667458
1248108,Slight,28-Nov-22,11,2022,2,1,Driver/Rider,Female,55,Argyll and West Dunbartonshire,Argyll & Bute,132871,652122
1248133,Fatal,29-Nov-22,11,2022,1,1,Driver/Rider,Male,11,Highland and Islands,Highland,242887,966064
1248177,Slight,24-Sep-22,9,2022,1,1,Pedestrian,Female,19,Tayside,Angus,360053,759842
1248236,Slight,24-Nov-22,11,2022,1,1,Driver/Rider,Male,49,Greater Glasgow,Glasgow City,259815,667256
1248236,Slight,24-Nov-22,11,2022,1,4,Passenger/Pillion,Male,10,Greater Glasgow,Glasgow City,259815,667256
1248236,Serious,24-Nov-22,11,2022,2,2,Passenger/Pillion,Male,65,Greater Glasgow,Glasgow City,259815,667256
1248236,Slight,24-Nov-22,11,2022,2,3,Passenger/Pillion,Female,60,Greater Glasgow,Glasgow City,259815,667256
1248261,Slight,29-Nov-22,11,2022,1,1,Driver/Rider,Female,46,Renfrewshire and Inverclyde,Inverclyde,225775,675756
1248261,Slight,29-Nov-22,11,2022,1,2,Passenger/Pillion,Female,28,Renfrewshire and Inverclyde,Inverclyde,225775,675756
1248261,Slight,29-Nov-22,11,2022,1,3,Passenger/Pillion,Male,9,Renfrewshire and Inverclyde,Inverclyde,225775,675756
1248261,Slight,29-Nov-22,11,2022,1,4,Passenger/Pillion,Male,7,Renfrewshire and Inverclyde,Inverclyde,225775,675756
1248261,Slight,29-Nov-22,11,2022,1,5,Passenger/Pillion,Male,7,Renfrewshire and Inverclyde,Inverclyde,225775,675756
1248288,Serious,30-Nov-22,11,2022,1,1,Driver/Rider,Male,76,Ayrshire,East Ayrshire,257768,619040
1248383,Slight,22-Nov-22,11,2022,1,1,Driver/Rider,Male,28,Edinburgh,City of Edinburgh,320838,675432
1248386,Serious,30-Nov-22,11,2022,2,1,Driver/Rider,Male,33,Lanarkshire,South Lanarkshire,259428,656614
1248450,Slight,30-Nov-22,11,2022,1,1,Pedestrian,Male,18,Edinburgh,City of Edinburgh,319336,670915
1248485,Serious,03-Nov-22,11,2022,1,1,Driver/Rider,Male,40,North East,Aberdeenshire,364105,834400
1248485,Slight,03-Nov-22,11,2022,2,2,Driver/Rider,Male,30,North East,Aberdeenshire,364105,834400
1248485,Slight,03-Nov-22,11,2022,2,3,Passenger/Pillion,Male,31,North East,Aberdeenshire,364105,834400
1248501,Slight,18-Nov-22,11,2022,1,1,Driver/Rider,Male,30,Dumfries and Galloway,Dumfries & Galloway,288516,567986
1248518,Slight,30-Nov-22,11,2022,2,1,Driver/Rider,Male,45,Lanarkshire,North Lanarkshire,274056,657392
1248520,Serious,30-Nov-22,11,2022,1,1,Pedestrian,Male,12,The Lothians and Scottish Borders,West Lothian,302516,663783
1248521,Serious,29-Nov-22,11,2022,2,1,Driver/Rider,Female,26,Edinburgh,City of Edinburgh,326684,675376
1248542,Slight,29-Nov-22,11,2022,1,1,Driver/Rider,Male,20,North East,Aberdeenshire,366807,832583
1248544,Slight,28-Nov-22,11,2022,1,1,Driver/Rider,Male,49,Forth Valley,Stirling,271493,695192
1248550,Serious,30-Nov-22,11,2022,1,1,Pedestrian,Male,42,The Lothians and Scottish Borders,Midlothian,332207,669475
1248555,Slight,30-Nov-22,11,2022,1,2,Driver/Rider,Female,22,Greater Glasgow,Glasgow City,257898,666229
1248555,Slight,30-Nov-22,11,2022,2,1,Driver/Rider,Male,44,Greater Glasgow,Glasgow City,257898,666229
1248560,Slight,29-Nov-22,11,2022,2,1,Driver/Rider,Male,51,Lanarkshire,North Lanarkshire,277773,676837
1248560,Slight,29-Nov-22,11,2022,2,2,Passenger/Pillion,Female,51,Lanarkshire,North Lanarkshire,277773,676837
1248574,Slight,29-Nov-22,11,2022,1,1,Passenger/Pillion,Male,10,Forth Valley,Stirling,281330,692386
1248574,Slight,29-Nov-22,11,2022,2,3,Driver/Rider,Female,31,Forth Valley,Stirling,281330,692386
1248574,Slight,29-Nov-22,11,2022,4,2,Driver/Rider,Female,48,Forth Valley,Stirling,281330,692386
1248616,Slight,08-Jul-22,7,2022,1,1,Passenger/Pillion,Female,34,Dumfries and Galloway,Dumfries & Galloway,307574,583745
1248618,Slight,30-Nov-22,11,2022,2,1,Driver/Rider,Female,44,Greater Glasgow,Glasgow City,258504,666995
1248618,Slight,30-Nov-22,11,2022,3,2,Driver/Rider,Male,22,Greater Glasgow,Glasgow City,258504,666995
1248680,Slight,01-Dec-22,12,2022,2,1,Driver/Rider,Male,64,The Lothians and Scottish Borders,West Lothian,296126,665493
1248680,Slight,01-Dec-22,12,2022,3,2,Passenger/Pillion,Male,20,The Lothians and Scottish Borders,West Lothian,296126,665493
1248680,Slight,01-Dec-22,12,2022,3,3,Passenger/Pillion,Male,18,The Lothians and Scottish Borders,West Lothian,296126,665493
1248716,Serious,22-Nov-22,11,2022,1,1,Pedestrian,Female,30,Tayside,Perth & Kinross,317885,745338
1248723,Slight,28-Nov-22,11,2022,2,1,Driver/Rider,Female,41,Fife,Fife,334709,700505
1248746,Serious,11-Nov-22,11,2022,1,1,Pedestrian,Female,24,Renfrewshire and Inverclyde,Renfrewshire,248205,664565
1248799,Slight,25-Nov-22,11,2022,2,1,Driver/Rider,Female,33,Greater Glasgow,Glasgow City,253366,661427
1248812,Slight,01-Dec-22,12,2022,1,1,Driver/Rider,Male,74,Tayside,Perth & Kinross,290475,723205
1248873,Slight,30-Nov-22,11,2022,1,1,Pedestrian,Female,11,Tayside,Dundee City,343160,732105
1248954,Slight,29-Nov-22,11,2022,1,1,Driver/Rider,Female,33,Ayrshire,North Ayrshire,233705,639890
1248972,Serious,01-Dec-22,12,2022,1,1,Pedestrian,Male,65,Greater Glasgow,Glasgow City,253905,668743
1248979,Slight,28-Nov-22,11,2022,4,1,Driver/Rider,Male,38,Edinburgh,City of Edinburgh,319060,669840
1248982,Serious,19-Nov-22,11,2022,2,1,Driver/Rider,Male,19,Greater Glasgow,Glasgow City,256749,663373
1249001,Slight,01-Dec-22,12,2022,1,1,Driver/Rider,Male,45,Fife,Fife,329332,708645
1249006,Serious,01-Dec-22,12,2022,2,1,Driver/Rider,Male,12,North East,Aberdeenshire,412299,845319
1249030,Slight,01-Dec-22,12,2022,1,1,Passenger/Pillion,Female,23,Fife,Fife,328279,693301
1249030,Slight,01-Dec-22,12,2022,1,2,Passenger/Pillion,Male,1,Fife,Fife,328279,693301
1249030,Slight,01-Dec-22,12,2022,1,3,Driver/Rider,Male,26,Fife,Fife,328279,693301
1249030,Slight,01-Dec-22,12,2022,2,4,Driver/Rider,Male,38,Fife,Fife,328279,693301
1249074,Slight,28-Nov-22,11,2022,1,1,Driver/Rider,Female,19,Lanarkshire,North Lanarkshire,286748,660398
1249074,Slight,28-Nov-22,11,2022,2,2,Driver/Rider,Male,24,Lanarkshire,North Lanarkshire,286748,660398
1249074,Serious,28-Nov-22,11,2022,2,3,Passenger/Pillion,Female,72,Lanarkshire,North Lanarkshire,286748,660398
1249136,Slight,02-Dec-22,12,2022,1,1,Pedestrian,Female,15,Tayside,Dundee City,338521,731812
1249170,Serious,01-Dec-22,12,2022,1,1,Pedestrian,Male,57,Greater Glasgow,Glasgow City,267036,664549
1249214,Serious,02-Dec-22,12,2022,1,1,Driver/Rider,Male,20,Ayrshire,North Ayrshire,238449,654417
1249241,Serious,02-Dec-22,12,2022,1,1,Driver/Rider,Male,39,The Lothians and Scottish Borders,West Lothian,295450,673256
1249247,Slight,30-Nov-22,11,2022,1,1,Driver/Rider,Female,18,North East,Aberdeen City,393264,811194
1249247,Slight,30-Nov-22,11,2022,2,2,Driver/Rider,Male,47,North East,Aberdeen City,393264,811194
1249282,Slight,01-Dec-22,12,2022,2,1,Driver/Rider,Female,42,Lanarkshire,North Lanarkshire,272410,668522
1249282,Slight,01-Dec-22,12,2022,2,2,Passenger/Pillion,Female,15,Lanarkshire,North Lanarkshire,272410,668522
1249284,Slight,02-Dec-22,12,2022,2,1,Driver/Rider,Female,63,Lanarkshire,South Lanarkshire,281596,648249
1249289,Slight,27-Nov-22,11,2022,1,1,Passenger/Pillion,Female,17,Highland and Islands,Highland,215488,768421
1249294,Slight,02-Dec-22,12,2022,1,1,Driver/Rider,Female,29,Lanarkshire,North Lanarkshire,268937,669696
1249329,Slight,02-Dec-22,12,2022,1,1,Driver/Rider,Female,17,Lanarkshire,North Lanarkshire,286717,658615
1249329,Slight,02-Dec-22,12,2022,1,2,Passenger/Pillion,Female,16,Lanarkshire,North Lanarkshire,286717,658615
1249360,Serious,02-Dec-22,12,2022,1,1,Pedestrian,Male,23,Greater Glasgow,Glasgow City,256181,664394
1249366,Slight,02-Dec-22,12,2022,2,1,Driver/Rider,Female,53,Greater Glasgow,Glasgow City,253131,660028
1249386,Serious,02-Dec-22,12,2022,2,1,Passenger/Pillion,Female,71,Greater Glasgow,Glasgow City,258383,664436
1249391,Serious,29-Nov-22,11,2022,2,1,Driver/Rider,Male,25,Edinburgh,City of Edinburgh,327031,675219
1249395,Slight,01-Dec-22,12,2022,2,1,Passenger/Pillion,Male,9,The Lothians and Scottish Borders,West Lothian,296581,667376
1249395,Slight,01-Dec-22,12,2022,2,2,Driver/Rider,Female,39,The Lothians and Scottish Borders,West Lothian,296581,667376
1249452,Serious,23-Nov-22,11,2022,1,1,Driver/Rider,Female,59,Fife,Fife,353535,711486
1249452,Slight,23-Nov-22,11,2022,2,2,Driver/Rider,Female,59,Fife,Fife,353535,711486
1249489,Slight,03-Dec-22,12,2022,1,1,Driver/Rider,Male,32,Greater Glasgow,East Renfrewshire,256889,652063
1249553,Slight,03-Dec-22,12,2022,1,1,Pedestrian,Male,76,North East,Aberdeen City,391450,809120
1249568,Serious,03-Dec-22,12,2022,1,1,Driver/Rider,Male,57,Fife,Fife,327031,687643
1249569,Serious,03-Dec-22,12,2022,1,1,Passenger/Pillion,Female,74,Greater Glasgow,Glasgow City,253013,664056
1249573,Slight,03-Dec-22,12,2022,1,1,Pedestrian,Female,42,Fife,Fife,332704,697750
1249611,Slight,02-Dec-22,12,2022,1,1,Pedestrian,Female,40,The Lothians and Scottish Borders,West Lothian,303642,668767
1249620,Serious,03-Dec-22,12,2022,2,1,Driver/Rider,Female,36,The Lothians and Scottish Borders,Midlothian,325868,664776
1249624,Serious,03-Dec-22,12,2022,2,2,Driver/Rider,Female,25,Greater Glasgow,Glasgow City,261585,664672
1249666,Serious,28-Nov-22,11,2022,1,1,Driver/Rider,Male,74,Renfrewshire and Inverclyde,Inverclyde,228224,676103
1249666,Serious,28-Nov-22,11,2022,2,2,Driver/Rider,Male,42,Renfrewshire and Inverclyde,Inverclyde,228224,676103
1249668,Serious,04-Dec-22,12,2022,1,1,Passenger/Pillion,Male,46,Lanarkshire,North Lanarkshire,282986,656568
1249669,Slight,29-Nov-22,11,2022,2,1,Driver/Rider,Female,49,Lanarkshire,South Lanarkshire,264482,655706
1249675,Serious,04-Dec-22,12,2022,1,1,Driver/Rider,Male,74,Lanarkshire,South Lanarkshire,271042,653504
1249675,Slight,04-Dec-22,12,2022,1,2,Passenger/Pillion,Female,74,Lanarkshire,South Lanarkshire,271042,653504
1249678,Slight,04-Dec-22,12,2022,1,1,Driver/Rider,Female,20,Highland and Islands,Highland,250843,852452
1249688,Serious,04-Dec-22,12,2022,1,1,Driver/Rider,Male,93,North East,Moray,342320,851590
1249688,Serious,04-Dec-22,12,2022,1,2,Passenger/Pillion,Female,87,North East,Moray,342320,851590
1249694,Slight,03-Dec-22,12,2022,2,1,Driver/Rider,Male,56,Edinburgh,City of Edinburgh,324077,673173
1249722,Slight,03-Dec-22,12,2022,2,1,Passenger/Pillion,Female,27,Lanarkshire,North Lanarkshire,273312,661821
1249738,Slight,04-Dec-22,12,2022,2,1,Driver/Rider,Male,54,The Lothians and Scottish Borders,Midlothian,331819,664434
1249742,Serious,04-Dec-22,12,2022,1,1,Driver/Rider,Male,47,Ayrshire,North Ayrshire,228076,648020
1249868,Serious,05-Dec-22,12,2022,1,1,Pedestrian,Male,11,Edinburgh,City of Edinburgh,319255,672922
1249938,Slight,01-Dec-22,12,2022,2,1,Passenger/Pillion,Female,24,Lanarkshire,South Lanarkshire,263198,659195
1250020,Slight,25-Nov-22,11,2022,1,1,Pedestrian,Female,45,Greater Glasgow,Glasgow City,264830,663518
1250043,Slight,04-Dec-22,12,2022,1,1,Passenger/Pillion,Female,64,Tayside,Perth & Kinross,288976,721446
1250049,Serious,05-Dec-22,12,2022,1,1,Passenger/Pillion,Male,8,Renfrewshire and Inverclyde,Renfrewshire,244744,663244
1250049,Serious,05-Dec-22,12,2022,2,2,Driver/Rider,Male,26,Renfrewshire and Inverclyde,Renfrewshire,244744,663244
1250078,Slight,11-Jul-22,7,2022,1,1,Driver/Rider,Male,61,The Lothians and Scottish Borders,East Lothian,340561,673699
1250088,Slight,05-Dec-22,12,2022,2,1,Passenger/Pillion,Female,33,Greater Glasgow,Glasgow City,264996,662489
1250096,Serious,05-Dec-22,12,2022,2,1,Driver/Rider,Male,73,Greater Glasgow,Glasgow City,256360,669342
1250118,Serious,05-Dec-22,12,2022,1,1,Passenger/Pillion,Male,26,Forth Valley,Falkirk,282897,681346
1250118,Serious,05-Dec-22,12,2022,1,2,Driver/Rider,Female,26,Forth Valley,Falkirk,282897,681346
1250118,Slight,05-Dec-22,12,2022,2,3,Passenger/Pillion,Male,34,Forth Valley,Falkirk,282897,681346
1250125,Serious,05-Dec-22,12,2022,1,1,Driver/Rider,Male,63,North East,Aberdeenshire,387486,782755
1250127,Slight,05-Dec-22,12,2022,2,1,Driver/Rider,Male,31,Greater Glasgow,Glasgow City,255786,661014
1250132,Slight,05-Dec-22,12,2022,1,1,Passenger/Pillion,Female,11,Highland and Islands,Highland,259262,856284
1250148,Slight,05-Dec-22,12,2022,2,1,Driver/Rider,Female,43,Tayside,Dundee City,338506,731415
1250241,Serious,15-Jul-22,7,2022,1,1,Driver/Rider,Female,48,Greater Glasgow,East Renfrewshire,243710,658669
1250415,Slight,06-Dec-22,12,2022,1,1,Driver/Rider,Female,22,Lanarkshire,South Lanarkshire,276922,648715
1250448,Slight,05-Dec-22,12,2022,1,2,Driver/Rider,Female,60,Fife,Fife,343353,703958
1250448,Slight,05-Dec-22,12,2022,2,1,Driver/Rider,Female,58,Fife,Fife,343353,703958
1250498,Serious,20-Nov-22,11,2022,1,1,Pedestrian,Male,45,Dumfries and Galloway,Dumfries & Galloway,296965,576066
1250569,Slight,05-Dec-22,12,2022,1,1,Driver/Rider,Female,54,Greater Glasgow,Glasgow City,255674,665567
1250573,Slight,06-Dec-22,12,2022,1,1,Pedestrian,Female,16,Fife,Fife,327828,701256
1250573,Slight,06-Dec-22,12,2022,1,2,Pedestrian,Male,16,Fife,Fife,327828,701256
1250579,Slight,06-Dec-22,12,2022,1,1,Pedestrian,Female,24,Renfrewshire and Inverclyde,Renfrewshire,248242,665328
1250585,Serious,06-Dec-22,12,2022,1,1,Pedestrian,Male,54,Forth Valley,Stirling,279718,693617
1250592,Serious,06-Dec-22,12,2022,1,1,Pedestrian,Female,77,North East,Aberdeenshire,368877,863975
1250598,Slight,02-Dec-22,12,2022,1,1,Driver/Rider,Male,25,The Lothians and Scottish Borders,East Lothian,340176,675401
1250616,Slight,06-Dec-22,12,2022,2,1,Passenger/Pillion,Female,49,The Lothians and Scottish Borders,Midlothian,331827,668026
1250858,Slight,07-Dec-22,12,2022,1,1,Driver/Rider,Male,28,Tayside,Dundee City,339497,732192
1250858,Slight,07-Dec-22,12,2022,1,3,Passenger/Pillion,Male,48,Tayside,Dundee City,339497,732192
1250858,Serious,07-Dec-22,12,2022,2,2,Driver/Rider,Female,63,Tayside,Dundee City,339497,732192
1251043,Slight,07-Dec-22,12,2022,2,1,Driver/Rider,Female,29,Greater Glasgow,Glasgow City,259165,667757
1251061,Serious,07-Dec-22,12,2022,2,1,Driver/Rider,Female,26,Greater Glasgow,East Renfrewshire,250802,659440
1251083,Slight,06-Dec-22,12,2022,1,1,Driver/Rider,Male,34,Fife,Fife,298361,690125
1251085,Slight,05-Dec-22,12,2022,1,1,Pedestrian,Female,30,Edinburgh,City of Edinburgh,326866,676626
1251129,Serious,08-Dec-22,12,2022,1,1,Pedestrian,Male,59,Lanarkshire,South Lanarkshire,276273,651113
1251188,Slight,24-Nov-22,11,2022,2,1,Driver/Rider,Female,26,Dumfries and Galloway,Dumfries & Galloway,296603,576093
1251206,Slight,07-Dec-22,12,2022,2,1,Driver/Rider,Female,39,Lanarkshire,North Lanarkshire,271030,664603
1251230,Slight,16-Jul-22,7,2022,1,1,Pedestrian,Female,11,Argyll and West Dunbartonshire,West Dunbartonshire,239841,675606
1251241,Serious,07-Dec-22,12,2022,2,1,Driver/Rider,Female,36,Greater Glasgow,Glasgow City,258111,666269
1251272,Serious,06-Dec-22,12,2022,2,1,Driver/Rider,Female,30,Edinburgh,City of Edinburgh,324055,675924
1251285,Slight,03-Dec-22,12,2022,1,1,Driver/Rider,Female,33,Forth Valley,Falkirk,301015,681103
1251380,Slight,08-Dec-22,12,2022,2,1,Driver/Rider,Female,60,Lanarkshire,South Lanarkshire,287115,628915
1251384,Slight,08-Dec-22,12,2022,1,1,Driver/Rider,Female,51,Greater Glasgow,Glasgow City,252096,660537
1251413,Slight,02-Dec-22,12,2022,1,1,Passenger/Pillion,Female,51,Fife,Fife,329258,695210
1251465,Fatal,07-Dec-22,12,2022,1,1,Pedestrian,Male,35,Lanarkshire,South Lanarkshire,263580,653849
1251482,Slight,08-Dec-22,12,2022,1,1,Passenger/Pillion,Female,76,Highland and Islands,Highland,253580,856544
1251505,Slight,08-Dec-22,12,2022,2,1,Driver/Rider,Female,71,Ayrshire,North Ayrshire,228682,642388
1251523,Slight,08-Dec-22,12,2022,1,1,Pedestrian,Male,11,The Lothians and Scottish Borders,West Lothian,296844,668063
1251545,Slight,26-Oct-22,10,2022,2,1,Driver/Rider,Female,40,Greater Glasgow,Glasgow City,257566,663407
1251564,Serious,08-Dec-22,12,2022,1,1,Driver/Rider,Female,37,The Lothians and Scottish Borders,East Lothian,347454,673760
1251564,Slight,08-Dec-22,12,2022,1,2,Passenger/Pillion,Female,11,The Lothians and Scottish Borders,East Lothian,347454,673760
1251564,Slight,08-Dec-22,12,2022,1,3,Passenger/Pillion,Female,8,The Lothians and Scottish Borders,East Lothian,347454,673760
1251578,Fatal,08-Dec-22,12,2022,1,1,Pedestrian,Male,42,Fife,Fife,347826,718095
1251849,Slight,09-Dec-22,12,2022,2,2,Driver/Rider,Male,30,Greater Glasgow,Glasgow City,260720,664005
1251988,Slight,09-Dec-22,12,2022,2,1,Driver/Rider,Female,58,Ayrshire,North Ayrshire,239813,643841
1251989,Slight,09-Dec-22,12,2022,2,1,Driver/Rider,Male,32,Greater Glasgow,Glasgow City,258390,664440
1252004,Slight,18-Nov-22,11,2022,1,2,Driver/Rider,Male,19,North East,Aberdeen City,394665,803759
1252004,Slight,18-Nov-22,11,2022,2,1,Driver/Rider,Male,32,North East,Aberdeen City,394665,803759
1252050,Slight,09-Dec-22,12,2022,1,1,Pedestrian,Male,18,Greater Glasgow,Glasgow City,258487,665886
1252059,Slight,09-Dec-22,12,2022,1,1,Driver/Rider,Male,66,Tayside,Angus,346109,751381
1252059,Slight,09-Dec-22,12,2022,1,2,Passenger/Pillion,Female,11,Tayside,Angus,346109,751381
1252059,Slight,09-Dec-22,12,2022,1,3,Passenger/Pillion,Female,7,Tayside,Angus,346109,751381
1252204,Serious,10-Dec-22,12,2022,1,1,Pedestrian,Male,52,The Lothians and Scottish Borders,East Lothian,333142,672953
1252206,Serious,09-Dec-22,12,2022,1,2,Driver/Rider,Female,33,Lanarkshire,South Lanarkshire,276513,647016
1252206,Serious,09-Dec-22,12,2022,2,1,Passenger/Pillion,Female,7,Lanarkshire,South Lanarkshire,276513,647016
1252206,Serious,09-Dec-22,12,2022,2,3,Driver/Rider,Female,65,Lanarkshire,South Lanarkshire,276513,647016
1252233,Slight,10-Dec-22,12,2022,1,1,Pedestrian,Female,17,Fife,Fife,327848,701124
1252239,Serious,28-Nov-22,11,2022,2,1,Driver/Rider,Male,44,Lanarkshire,North Lanarkshire,277159,674853
1252242,Serious,09-Dec-22,12,2022,1,1,Driver/Rider,Male,24,Dumfries and Galloway,Dumfries & Galloway,276879,561274
1252242,Slight,09-Dec-22,12,2022,1,2,Passenger/Pillion,Female,17,Dumfries and Galloway,Dumfries & Galloway,276879,561274
1252259,Serious,10-Dec-22,12,2022,1,1,Pedestrian,Male,14,Greater Glasgow,Glasgow City,252513,668324
1252263,Serious,10-Dec-22,12,2022,1,1,Pedestrian,Male,15,Renfrewshire and Inverclyde,Renfrewshire,243712,664410
1252277,Slight,10-Dec-22,12,2022,1,1,Driver/Rider,Male,36,Greater Glasgow,Glasgow City,258383,664437
1252277,Slight,10-Dec-22,12,2022,2,2,Driver/Rider,Female,56,Greater Glasgow,Glasgow City,258383,664437
1252292,Serious,10-Dec-22,12,2022,3,1,Driver/Rider,Female,62,Greater Glasgow,Glasgow City,253671,659231
1252297,Slight,10-Dec-22,12,2022,1,1,Driver/Rider,Female,24,Ayrshire,South Ayrshire,220742,577511
1252307,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Female,30,Tayside,Angus,332298,750321
1252316,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Male,26,Lanarkshire,North Lanarkshire,277160,664887
1252316,Slight,11-Dec-22,12,2022,2,2,Driver/Rider,Female,44,Lanarkshire,North Lanarkshire,277160,664887
1252317,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Female,50,The Lothians and Scottish Borders,East Lothian,369477,676761
1252329,Slight,07-Dec-22,12,2022,1,1,Pedestrian,Male,11,Highland and Islands,Highland,147795,843678
1252346,Serious,11-Dec-22,12,2022,1,1,Passenger/Pillion,Male,77,Lanarkshire,South Lanarkshire,284763,643899
1252346,Slight,11-Dec-22,12,2022,1,2,Driver/Rider,Female,58,Lanarkshire,South Lanarkshire,284763,643899
1252349,Slight,11-Dec-22,12,2022,2,1,Driver/Rider,Male,29,Edinburgh,City of Edinburgh,311632,679023
1252349,Slight,11-Dec-22,12,2022,2,2,Passenger/Pillion,Male,27,Edinburgh,City of Edinburgh,311632,679023
1252359,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Female,43,The Lothians and Scottish Borders,East Lothian,343246,673094
1252361,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Male,25,Tayside,Angus,356313,736996
1252361,Slight,11-Dec-22,12,2022,1,2,Passenger/Pillion,Female,26,Tayside,Angus,356313,736996
1252363,Slight,11-Dec-22,12,2022,2,1,Driver/Rider,Female,43,The Lothians and Scottish Borders,East Lothian,343246,673093
1252404,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Male,42,Renfrewshire and Inverclyde,Renfrewshire,246764,661411
1252404,Slight,11-Dec-22,12,2022,1,2,Passenger/Pillion,Male,26,Renfrewshire and Inverclyde,Renfrewshire,246764,661411
1252411,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Male,51,Edinburgh,City of Edinburgh,324810,673197
1252417,Slight,11-Dec-22,12,2022,1,1,Driver/Rider,Male,17,Highland and Islands,Highland,317724,958585
1252475,Slight,12-Dec-22,12,2022,2,1,Driver/Rider,Male,28,Greater Glasgow,Glasgow City,254886,664137
1252555,Slight,12-Dec-22,12,2022,1,1,Driver/Rider,Male,62,Edinburgh,City of Edinburgh,323931,672950
1252646,Slight,12-Dec-22,12,2022,2,1,Driver/Rider,Female,30,Forth Valley,Falkirk,280613,680842
1252656,Slight,12-Dec-22,12,2022,1,1,Passenger/Pillion,Female,67,Edinburgh,City of Edinburgh,327185,670923
1252675,Slight,12-Dec-22,12,2022,2,1,Driver/Rider,Male,44,Forth Valley,Clackmannanshire,292165,691630
1252688,Serious,12-Dec-22,12,2022,1,1,Driver/Rider,Male,54,Tayside,Perth & Kinross,307909,722715
1252688,Serious,12-Dec-22,12,2022,1,2,Passenger/Pillion,Male,44,Tayside,Perth & Kinross,307909,722715
1252690,Serious,10-Dec-22,12,2022,2,1,Driver/Rider,Male,64,North East,Aberdeenshire,400111,847953
1252763,Slight,12-Dec-22,12,2022,1,1,Driver/Rider,Male,53,The Lothians and Scottish Borders,Scottish Borders,348660,631498
